source,normalized_source,classification,decision,total_chunks,searchable_chunks,legacy_quarantined_chunks,staging_chunks,drive_file_ids,drive_paths,live_drive_file_ids,missing_from_live_drive_ids,manifest_missing_ids,manifest_without_live_drive_ids,manifest_states,job_states,same_normalized_name_peers,exact_chunk_hash_overlap,exact_chunk_overlap_ratio,legacy_fingerprint_sha256,managed_fingerprint_sha256
nutricao__disfuncao_organica_perioperatoria__artigo__archives_of_health__2025__v1.pdf,nutricao_disfuncao_organica_perioperatoria_artigo_archives_of_health_2025_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,20,20,0,0,1w-iSjXWRXHywRGMLm4cNmXOHvlqChck7,ROOT/enfermagem_perioperatoria/nutricao/nutricao__disfuncao_organica_perioperatoria__artigo__archives_of_health__2025__v1.pdf,1w-iSjXWRXHywRGMLm4cNmXOHvlqChck7,,,,active,new:succeeded,,0,0.0000,,727af3303024ee5c8c378e0112a34a5e7ddfefe7600ad69310651ff1767f20df
nutricao__espen_guideline_clinical_nutrition_surgery__artigo__escnm__2017__v1.pdf,nutricao_espen_guideline_clinical_nutrition_surgery_artigo_escnm_2017_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,258,258,0,0,1xGY_SapE2TSc_PpEB3OM8FENw0tKP_v7,ROOT/enfermagem_perioperatoria/nutricao/nutricao__espen_guideline_clinical_nutrition_surgery__artigo__escnm__2017__v1.pdf,1xGY_SapE2TSc_PpEB3OM8FENw0tKP_v7,,,,active,new:succeeded,,0,0.0000,,ebca93c92b1af0388a79e3b989a27da0f06b4562ff535f91f5cdda2c36a2a5c9
nutricao__estado_nutricional_tempo_jejum_paciente_colorretais__artigo__nutricion_clinica__2016__v1.pdf,nutricao_estado_nutricional_tempo_jejum_paciente_colorretais_artigo_nutricion_clinica_2016_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,37,37,0,0,16-T64RbQAsry8m955vpW2yxo4jakrbIu,ROOT/enfermagem_perioperatoria/nutricao/nutricao__estado_nutricional_tempo_jejum_paciente_colorretais__artigo__nutricion_clinica__2016__v1.pdf,16-T64RbQAsry8m955vpW2yxo4jakrbIu,,,,active,new:succeeded,,0,0.0000,,da300decdd75b0fe0bb2a320988e1ec21c88ac67f712f6581d1926967e5ac743
nutricao__intervencoes_nutricionais_perioperatório__artigo__rev_col_bras_cir__2017__v1.pdf,nutricao_intervencoes_nutricionais_perioperatorio_artigo_rev_col_bras_cir_2017_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,86,86,0,0,1-y2_9a53d0ArQgLc4_PtZ22yBECV3rzN,ROOT/enfermagem_perioperatoria/nutricao/nutricao__intervencoes_nutricionais_perioperatório__artigo__rev_col_bras_cir__2017__v1.pdf,1-y2_9a53d0ArQgLc4_PtZ22yBECV3rzN,,,,active,new:succeeded,,0,0.0000,,1969cde88a4a6760f15cb51dec37838362718f42ca6f64d94851b35bbd0ba3b4
nutricao__nutrition_assessment__livro__nancy_munoz_melissa_bernstein__2019__v1.pdf,nutricao_nutrition_assessment_livro_nancy_munoz_melissa_bernstein_2019_v1,PENDENTE_DE_CONFIRMAÇÃO,Legado sem identidade do Drive; permanece em quarentena.,1657,0,1657,0,,,,,,,,,,0,0.0000,884d2adf890f2588f13342f7c3c9a6a18a337d4f2bd62586ffe4cf7177256b99,
nutricao__promoting_perioperative_metabolic_nutritional_care__artigo__asa__2015__v1.pdf,nutricao_promoting_perioperative_metabolic_nutritional_care_artigo_asa_2015_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,186,186,0,0,12iLd6ulHIxM8yw9h501KqZt5OYyXVbtT,ROOT/enfermagem_perioperatoria/nutricao/nutricao__promoting_perioperative_metabolic_nutritional_care__artigo__asa__2015__v1.pdf,12iLd6ulHIxM8yw9h501KqZt5OYyXVbtT,,,,active,new:succeeded,,0,0.0000,,1696b2f8265b9bdeacef517d6f30ee062ca02dfbc658f219b36e962fcbbe78c1
nutricao__recomendacoes_nutricao_oral_entral_parenteral_balanco_hidrico__guia__braspen__2021__v1,nutricao_recomendacoes_nutricao_oral_entral_parenteral_balanco_hidrico_guia_braspen_2021_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,398,398,0,0,1sZ-qNwzDCdhcj1osXoe3SQx-B6Nmikf9,ROOT/enfermagem_perioperatoria/nutricao/nutricao__recomendacoes_nutricao_oral_entral_parenteral_balanco_hidrico__guia__braspen__2021__v1,1sZ-qNwzDCdhcj1osXoe3SQx-B6Nmikf9,,,,active,new:succeeded,nutricao__recomendacoes_nutricao_oral_entral_parenteral_balanco_hidrico__guia__braspen__2021__v1.pdf,0,0.0000,,697fc1a124f31dbe19cf3692f1abe5e68f67c7b6fdc5283c9880e4ca23dbf752
nutricao__recomendacoes_nutricao_oral_entral_parenteral_balanco_hidrico__guia__braspen__2021__v1.pdf,nutricao_recomendacoes_nutricao_oral_entral_parenteral_balanco_hidrico_guia_braspen_2021_v1,PENDENTE_DE_CONFIRMAÇÃO,Possível duplicata por nome normalizado; comparar conteúdo com os pares antes de excluir.,271,0,271,0,,,,,,,,,nutricao__recomendacoes_nutricao_oral_entral_parenteral_balanco_hidrico__guia__braspen__2021__v1,0,0.0000,572a20684f8a0bbfb3ac80bed88380cb405cbb33589108552007e30c53aca0d6,
seguranca_cirurgica__boas_praticas_seguranca_paciente_recomendacao_para_enfermeiros__artigo__reben__2018__v1,seguranca_cirurgica_boas_praticas_seguranca_paciente_recomendacao_para_enfermeiros_artigo_reben_2018_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,55,55,0,0,1nAnS9Lgf5Ywwv43xtoq369StrZQaTTIU,ROOT/enfermagem_perioperatoria/seguranca_cirurgica/seguranca_cirurgica__boas_praticas_seguranca_paciente_recomendacao_para_enfermeiros__artigo__reben__2018__v1,1nAnS9Lgf5Ywwv43xtoq369StrZQaTTIU,,,,active,new:succeeded,seguranca_cirurgica__boas_praticas_seguranca_paciente_recomendacao_para_enfermeiros__artigo__reben__2018__v1.pdf,0,0.0000,,1e0e4f7cf2a3c8fbf6af8aea09fe0bcaacd07cd2de94768704b77b3c27a23bed
seguranca_cirurgica__boas_praticas_seguranca_paciente_recomendacao_para_enfermeiros__artigo__reben__2018__v1.pdf,seguranca_cirurgica_boas_praticas_seguranca_paciente_recomendacao_para_enfermeiros_artigo_reben_2018_v1,PENDENTE_DE_CONFIRMAÇÃO,Possível duplicata por nome normalizado; comparar conteúdo com os pares antes de excluir.,39,0,39,0,,,,,,,,,seguranca_cirurgica__boas_praticas_seguranca_paciente_recomendacao_para_enfermeiros__artigo__reben__2018__v1,0,0.0000,6599db568e878da29c95c361763bb1386a0b49eee740cb25b2eceaf657eb3c80,
seguranca_cirurgica__cirurgia_segura__manual__oms__2009__v2,seguranca_cirurgica_cirurgia_segura_manual_oms_2009_v2,ATIVO,Manter pesquisável; validar inventário e conteúdo.,696,696,0,0,1AgmiMWrMdEsKTJuyY89oN3ldd6w__Pbg,ROOT/enfermagem_perioperatoria/seguranca_cirurgica/seguranca_cirurgica__cirurgia_segura__manual__oms__2009__v2,1AgmiMWrMdEsKTJuyY89oN3ldd6w__Pbg,,,,active,new:succeeded,seguranca_cirurgica__cirurgia_segura__manual__oms__2009__v2.pdf,0,0.0000,,5186686c83c9ff031d7a84de381834dc25ee28b431b4d95129a9652df317476b
seguranca_cirurgica__cirurgia_segura__manual__oms__2009__v2.pdf,seguranca_cirurgica_cirurgia_segura_manual_oms_2009_v2,PENDENTE_DE_CONFIRMAÇÃO,Possível duplicata por nome normalizado; comparar conteúdo com os pares antes de excluir.,454,0,454,0,,,,,,,,,seguranca_cirurgica__cirurgia_segura__manual__oms__2009__v2,0,0.0000,2901cea7d8619238855f76036352f6e41a32fdd71016c4bbe61546692c87e637,
seguranca_cirurgica__fatores_adesao_lista_verificacao_seguranca_cirurgica__artigo__sobecc__2021__v1,seguranca_cirurgica_fatores_adesao_lista_verificacao_seguranca_cirurgica_artigo_sobecc_2021_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,42,42,0,0,1a42jr8rEqtm-Z_4JJcUAQ1iXayt-nQrT,ROOT/enfermagem_perioperatoria/seguranca_cirurgica/seguranca_cirurgica__fatores_adesao_lista_verificacao_seguranca_cirurgica__artigo__sobecc__2021__v1,1a42jr8rEqtm-Z_4JJcUAQ1iXayt-nQrT,,,,active,new:succeeded,seguranca_cirurgica__fatores_adesao_lista_verificacao_seguranca_cirurgica__artigo__sobecc__2021__v1.pdf,0,0.0000,,da2765a0bb1aeb355507c930aa34b71584820164ab976624b60ffc31ea56af19
seguranca_cirurgica__fatores_adesao_lista_verificacao_seguranca_cirurgica__artigo__sobecc__2021__v1.pdf,seguranca_cirurgica_fatores_adesao_lista_verificacao_seguranca_cirurgica_artigo_sobecc_2021_v1,PENDENTE_DE_CONFIRMAÇÃO,Possível duplicata por nome normalizado; comparar conteúdo com os pares antes de excluir.,29,0,29,0,,,,,,,,,seguranca_cirurgica__fatores_adesao_lista_verificacao_seguranca_cirurgica__artigo__sobecc__2021__v1,0,0.0000,68dce6932ad2628b85fd70f0a4eda576ecd0a419518f8116b24067dc1297764a,
seguranca_cirurgica__praticas_prevencao_retencao_nao_intencional_objetos_apos_cirurgia__nota_tecnica__anvisa__2017__v1,seguranca_cirurgica_praticas_prevencao_retencao_nao_intencional_objetos_apos_cirurgia_nota_tecnica_anvisa_2017_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,60,60,0,0,1Zr2cWKl5SsHDYTNdiRLLHNFLI0JM2O7v,ROOT/enfermagem_perioperatoria/seguranca_cirurgica/seguranca_cirurgica__praticas_prevencao_retencao_nao_intencional_objetos_apos_cirurgia__nota_tecnica__anvisa__2017__v1,1Zr2cWKl5SsHDYTNdiRLLHNFLI0JM2O7v,,,,active,new:succeeded,seguranca_cirurgica__praticas_prevencao_retencao_nao_intencional_objetos_apos_cirurgia__nota_tecnica__anvisa__2017__v1.pdf,0,0.0000,,2c4734591351eaa70e2e1ddf47e2112a1ac81e76df7bf03d74070ece6d1921ac
seguranca_cirurgica__praticas_prevencao_retencao_nao_intencional_objetos_apos_cirurgia__nota_tecnica__anvisa__2017__v1.pdf,seguranca_cirurgica_praticas_prevencao_retencao_nao_intencional_objetos_apos_cirurgia_nota_tecnica_anvisa_2017_v1,PENDENTE_DE_CONFIRMAÇÃO,Possível duplicata por nome normalizado; comparar conteúdo com os pares antes de excluir.,37,0,37,0,,,,,,,,,seguranca_cirurgica__praticas_prevencao_retencao_nao_intencional_objetos_apos_cirurgia__nota_tecnica__anvisa__2017__v1,0,0.0000,6079ac4f28342cba395e47bcd2c4e695398dd9e367c56ce9a070d6e75566f85b,
seguranca_cirurgica__protocolo_cirurgia_segura__protocolo__ministerio_saude_anvisa_fiocruz__2013__v1,seguranca_cirurgica_protocolo_cirurgia_segura_protocolo_ministerio_saude_anvisa_fiocruz_2013_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,28,28,0,0,1JQkYmjfUSx_Nhhh-z2PxKs_RG5s_8p2z,ROOT/enfermagem_perioperatoria/seguranca_cirurgica/seguranca_cirurgica__protocolo_cirurgia_segura__protocolo__ministerio_saude_anvisa_fiocruz__2013__v1,1JQkYmjfUSx_Nhhh-z2PxKs_RG5s_8p2z,,,,active,new:succeeded,seguranca_cirurgica__protocolo_cirurgia_segura__protocolo__ministerio_saude_anvisa_fiocruz__2013__v1.pdf,0,0.0000,,96101f7e37d7aa616b783cba8c0f0bf2040b88ff06b699826e7efd7559c4cb2c
seguranca_cirurgica__protocolo_cirurgia_segura__protocolo__ministerio_saude_anvisa_fiocruz__2013__v1.pdf,seguranca_cirurgica_protocolo_cirurgia_segura_protocolo_ministerio_saude_anvisa_fiocruz_2013_v1,PENDENTE_DE_CONFIRMAÇÃO,Possível duplicata por nome normalizado; comparar conteúdo com os pares antes de excluir.,17,0,17,0,,,,,,,,,seguranca_cirurgica__protocolo_cirurgia_segura__protocolo__ministerio_saude_anvisa_fiocruz__2013__v1,0,0.0000,9b7830cada64208f7c270e05c564c5d6bff5e42287d47cfb1a0099a7a84b037c,
seguranca_cirurgica__seguranca_paciente_vigilancia_sanitaria__artigo__revista_visa_em_debate__2014__v1,seguranca_cirurgica_seguranca_paciente_vigilancia_sanitaria_artigo_revista_visa_em_debate_2014_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,59,59,0,0,1tlLGjy3H7HybRDJfw7UqUxbmA2SrcVdQ,ROOT/enfermagem_perioperatoria/seguranca_cirurgica/seguranca_cirurgica__seguranca_paciente_vigilancia_sanitaria__artigo__revista_visa_em_debate__2014__v1,1tlLGjy3H7HybRDJfw7UqUxbmA2SrcVdQ,,,,active,new:succeeded,seguranca_cirurgica__seguranca_paciente_vigilancia_sanitaria__artigo__revista_visa_em_debate__2014__v1.pdf,0,0.0000,,494850df7694a41473db3b215b307abf2bb55191e2d168e066bade31fb7f1d7f
seguranca_cirurgica__seguranca_paciente_vigilancia_sanitaria__artigo__revista_visa_em_debate__2014__v1.pdf,seguranca_cirurgica_seguranca_paciente_vigilancia_sanitaria_artigo_revista_visa_em_debate_2014_v1,PENDENTE_DE_CONFIRMAÇÃO,Possível duplicata por nome normalizado; comparar conteúdo com os pares antes de excluir.,40,0,40,0,,,,,,,,,seguranca_cirurgica__seguranca_paciente_vigilancia_sanitaria__artigo__revista_visa_em_debate__2014__v1,0,0.0000,f8c9c359ebd83cd649bbaa78b30363e93163f3a2fdc20a93d3614cd4953627ef,
