source,normalized_source,classification,decision,total_chunks,searchable_chunks,legacy_quarantined_chunks,staging_chunks,drive_file_ids,drive_paths,live_drive_file_ids,missing_from_live_drive_ids,manifest_missing_ids,manifest_without_live_drive_ids,manifest_states,job_states,same_normalized_name_peers,exact_chunk_hash_overlap,exact_chunk_overlap_ratio,legacy_fingerprint_sha256,managed_fingerprint_sha256
cuidados_pos__complicacoes_pos_operatorio__artigo__reben__2020__v1,cuidados_pos_complicacoes_pos_operatorio_artigo_reben_2020_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,50,50,0,0,1WZJNFwRSIvqsTzE3YlPo-kT9rBzfQKOO,ROOT/enfermagem_perioperatoria/cuidados_pos/cuidados_pos__complicacoes_pos_operatorio__artigo__reben__2020__v1,1WZJNFwRSIvqsTzE3YlPo-kT9rBzfQKOO,,,,active,new:succeeded,cuidados_pos__complicacoes_pos_operatorio__artigo__reben__2020__v1.pdf,0,0.0000,,90054f48f2a9fc978380dc9d912f6b79c2115e4b7fb25e1db3b0addfd335c1ba
cuidados_pos__complicacoes_pos_operatorio__artigo__reben__2020__v1.pdf,cuidados_pos_complicacoes_pos_operatorio_artigo_reben_2020_v1,PENDENTE_DE_CONFIRMAÇÃO,Possível duplicata por nome normalizado; comparar conteúdo com os pares antes de excluir.,34,0,34,0,,,,,,,,,cuidados_pos__complicacoes_pos_operatorio__artigo__reben__2020__v1,0,0.0000,a2d7a770bf314a4719fb21b71c4b86d3cb115d862472d287c143537764b4a7f8,
cuidados_pos__comunicacao_orientacao_transicao_cuidados_domiciliar_pos__artigo__research_society_development__2022__v1,cuidados_pos_comunicacao_orientacao_transicao_cuidados_domiciliar_pos_artigo_research_society_development_2022_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,60,60,0,0,17qpoGMDN4iu6_dGZl1L620eCwxOeypvr,ROOT/enfermagem_perioperatoria/cuidados_pos/cuidados_pos__comunicacao_orientacao_transicao_cuidados_domiciliar_pos__artigo__research_society_development__2022__v1,17qpoGMDN4iu6_dGZl1L620eCwxOeypvr,,,,active,new:succeeded,cuidados_pos__comunicacao_orientacao_transicao_cuidados_domiciliar_pos__artigo__research_society_development__2022__v1.pdf,0,0.0000,,67fe18351a96ac239c811f46f90e9046f1ca843b7eaca5511284388e50445055
cuidados_pos__comunicacao_orientacao_transicao_cuidados_domiciliar_pos__artigo__research_society_development__2022__v1.pdf,cuidados_pos_comunicacao_orientacao_transicao_cuidados_domiciliar_pos_artigo_research_society_development_2022_v1,PENDENTE_DE_CONFIRMAÇÃO,Possível duplicata por nome normalizado; comparar conteúdo com os pares antes de excluir.,41,0,41,0,,,,,,,,,cuidados_pos__comunicacao_orientacao_transicao_cuidados_domiciliar_pos__artigo__research_society_development__2022__v1,0,0.0000,b1e227a40d6bb1a0fee3fea8eea76cc7ee70d0e5b11963b731ff3b94e6aed7cc,
cuidados_pos__cuidados_enfermagem_pos_operatorio_acolhimento__artigo__research_society_development__2022__v1,cuidados_pos_cuidados_enfermagem_pos_operatorio_acolhimento_artigo_research_society_development_2022_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,47,47,0,0,1ymUqtCBbHKAKBUqyuAgCrN4zfdps7LfE,ROOT/enfermagem_perioperatoria/cuidados_pos/cuidados_pos__cuidados_enfermagem_pos_operatorio_acolhimento__artigo__research_society_development__2022__v1,1ymUqtCBbHKAKBUqyuAgCrN4zfdps7LfE,,,,active,new:succeeded,cuidados_pos__cuidados_enfermagem_pos_operatorio_acolhimento__artigo__research_society_development__2022__v1.pdf,0,0.0000,,b7c704765692cc5f55ed8db5b7e6ef0ea9d451cde41f7fd0317b9b406dc13f13
cuidados_pos__cuidados_enfermagem_pos_operatorio_acolhimento__artigo__research_society_development__2022__v1.pdf,cuidados_pos_cuidados_enfermagem_pos_operatorio_acolhimento_artigo_research_society_development_2022_v1,PENDENTE_DE_CONFIRMAÇÃO,Possível duplicata por nome normalizado; comparar conteúdo com os pares antes de excluir.,33,0,33,0,,,,,,,,,cuidados_pos__cuidados_enfermagem_pos_operatorio_acolhimento__artigo__research_society_development__2022__v1,0,0.0000,7add04ad82f6810da1551a409695c85739313444c07e62d60d9960d8307baabe,
cuidados_pos__cuidados_enfermagem_pos_operatorio_enfermagem__artigo__revista_enfermagem_ufpi__2023__v1,cuidados_pos_cuidados_enfermagem_pos_operatorio_enfermagem_artigo_revista_enfermagem_ufpi_2023_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,50,50,0,0,1Otw5FXgeZJGUbhakBu-M56rpoUVgznpS,ROOT/enfermagem_perioperatoria/cuidados_pos/cuidados_pos__cuidados_enfermagem_pos_operatorio_enfermagem__artigo__revista_enfermagem_ufpi__2023__v1,1Otw5FXgeZJGUbhakBu-M56rpoUVgznpS,,,,active,new:succeeded,cuidados_pos__cuidados_enfermagem_pos_operatorio_enfermagem__artigo__revista_enfermagem_ufpi__2023__v1.pdf,0,0.0000,,b35e13e05cb4b9e02f461ac3f1ce8b5766fafddedcc494edbce1fa7d04955bcd
cuidados_pos__cuidados_enfermagem_pos_operatorio_enfermagem__artigo__revista_enfermagem_ufpi__2023__v1.pdf,cuidados_pos_cuidados_enfermagem_pos_operatorio_enfermagem_artigo_revista_enfermagem_ufpi_2023_v1,PENDENTE_DE_CONFIRMAÇÃO,Possível duplicata por nome normalizado; comparar conteúdo com os pares antes de excluir.,36,0,36,0,,,,,,,,,cuidados_pos__cuidados_enfermagem_pos_operatorio_enfermagem__artigo__revista_enfermagem_ufpi__2023__v1,0,0.0000,ef7e98f1c29b166c36b165948aa9aea7661fece3e8e36a381139606b8660fbd1,
cuidados_pos__diretrizes_atencao_pessoa_amputada__guia__ministerio_da_saude__2023__v1,cuidados_pos_diretrizes_atencao_pessoa_amputada_guia_ministerio_da_saude_2023_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,57,57,0,0,1-xhx4ifwQCUbz_keirJIz6UQSQ8a5sUE,ROOT/enfermagem_perioperatoria/cuidados_pos/cuidados_pos__diretrizes_atencao_pessoa_amputada__guia__ministerio_da_saude__2023__v1,1-xhx4ifwQCUbz_keirJIz6UQSQ8a5sUE,,,,active,new:succeeded,cuidados_pos__diretrizes_atencao_pessoa_amputada__guia__ministerio_da_saude__2023__v1.pdf,0,0.0000,,1f004a9a3ea1de9b16a004244a81c3142132e7ca2ae3fb89e240413bbaa9f724
cuidados_pos__diretrizes_atencao_pessoa_amputada__guia__ministerio_da_saude__2023__v1.pdf,cuidados_pos_diretrizes_atencao_pessoa_amputada_guia_ministerio_da_saude_2023_v1,PENDENTE_DE_CONFIRMAÇÃO,Possível duplicata por nome normalizado; comparar conteúdo com os pares antes de excluir.,30,0,30,0,,,,,,,,,cuidados_pos__diretrizes_atencao_pessoa_amputada__guia__ministerio_da_saude__2023__v1,0,0.0000,b0998f9a9664b73e08fff211c8b57ae259525adf797b3f79644fe0baec1f16ae,
cuidados_pos__recuperacao_anestesica_segura__apostila__sobecc__nao_disponivel__v1,cuidados_pos_recuperacao_anestesica_segura_apostila_sobecc_nao_disponivel_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,7,7,0,0,1a0YMt3q7p70f5iFaX_qQJ1RHouEvalYA,ROOT/enfermagem_perioperatoria/cuidados_pos/cuidados_pos__recuperacao_anestesica_segura__apostila__sobecc__nao_disponivel__v1,1a0YMt3q7p70f5iFaX_qQJ1RHouEvalYA,,,,active,new:succeeded,cuidados_pos__recuperacao_anestesica_segura__apostila__sobecc__nao_disponivel__v1.pdf,0,0.0000,,fcc61a10704115dcfb95bf9e91ef1e8430b9d245a76a47c8a58048c0965bc6f9
cuidados_pos__recuperacao_anestesica_segura__apostila__sobecc__nao_disponivel__v1.pdf,cuidados_pos_recuperacao_anestesica_segura_apostila_sobecc_nao_disponivel_v1,PENDENTE_DE_CONFIRMAÇÃO,Possível duplicata por nome normalizado; comparar conteúdo com os pares antes de excluir.,4,0,4,0,,,,,,,,,cuidados_pos__recuperacao_anestesica_segura__apostila__sobecc__nao_disponivel__v1,0,0.0000,8b269d3a857a10c4a24f2e0f18cbea06b1f650abf0aef0d096e307a27f8880aa,
cuidados_pos__sinais_agravo__apostila__sobecc__nao_disponivel__v1,cuidados_pos_sinais_agravo_apostila_sobecc_nao_disponivel_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,8,8,0,0,1_VSuj-wh7VOliXi2M_7idLkb1jEAk5Yn,ROOT/enfermagem_perioperatoria/cuidados_pos/cuidados_pos__sinais_agravo__apostila__sobecc__nao_disponivel__v1,1_VSuj-wh7VOliXi2M_7idLkb1jEAk5Yn,,,,active,new:succeeded,cuidados_pos__sinais_agravo__apostila__sobecc__nao_disponivel__v1.pdf,0,0.0000,,1748e54bb74045ec6236c607baaea66d398cd0ddf7f655ef3204abe086002c69
cuidados_pos__sinais_agravo__apostila__sobecc__nao_disponivel__v1.pdf,cuidados_pos_sinais_agravo_apostila_sobecc_nao_disponivel_v1,PENDENTE_DE_CONFIRMAÇÃO,Possível duplicata por nome normalizado; comparar conteúdo com os pares antes de excluir.,5,0,5,0,,,,,,,,,cuidados_pos__sinais_agravo__apostila__sobecc__nao_disponivel__v1,0,0.0000,291176c09f42600ce1d53deda34007fe844c8314b63d12bcbecee22c0ec66274,
cuidados_pos__video_educativo_pacientes_cirurgia_robotica__artigo__reben__2022__v1,cuidados_pos_video_educativo_pacientes_cirurgia_robotica_artigo_reben_2022_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,57,57,0,0,1XoSi4a7hJA7A9GdWxQxGucwCv3WLhv1f,ROOT/enfermagem_perioperatoria/cuidados_pos/cuidados_pos__video_educativo_pacientes_cirurgia_robotica__artigo__reben__2022__v1,1XoSi4a7hJA7A9GdWxQxGucwCv3WLhv1f,,,,active,new:succeeded,cuidados_pos__video_educativo_pacientes_cirurgia_robotica__artigo__reben__2022__v1.pdf,0,0.0000,,3d8aaaf953736624c0763f38a04609bb555b52db3c870f1b95881ff23f5f7222
cuidados_pos__video_educativo_pacientes_cirurgia_robotica__artigo__reben__2022__v1.pdf,cuidados_pos_video_educativo_pacientes_cirurgia_robotica_artigo_reben_2022_v1,PENDENTE_DE_CONFIRMAÇÃO,Possível duplicata por nome normalizado; comparar conteúdo com os pares antes de excluir.,38,0,38,0,,,,,,,,,cuidados_pos__video_educativo_pacientes_cirurgia_robotica__artigo__reben__2022__v1,0,0.0000,5df98499abce9869bc42a140ec1c03f3fd499a2b4c43bac72c8bf391277ffc12,
cuidados_pre__aspectos_relevantes_visita_pré_operatória__artigo__reas_ejch__2019__v1,cuidados_pre_aspectos_relevantes_visita_pre_operatoria_artigo_reas_ejch_2019_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,28,28,0,0,1SllmrhJX8SuZi5i6kFikDqBCtngSFhzh,ROOT/enfermagem_perioperatoria/cuidados_pre/cuidados_pre__aspectos_relevantes_visita_pré_operatória__artigo__reas_ejch__2019__v1,1SllmrhJX8SuZi5i6kFikDqBCtngSFhzh,,,,active,new:succeeded,cuidados_pre__aspectos_relevantes_visita_pré_operatória__artigo__reas_ejch__2019__v1.pdf,0,0.0000,,bbdbbf86455d176eb20ba1588ef628c3c438800d7b52b5e355d1ea8a9816d0ab
cuidados_pre__aspectos_relevantes_visita_pré_operatória__artigo__reas_ejch__2019__v1.pdf,cuidados_pre_aspectos_relevantes_visita_pre_operatoria_artigo_reas_ejch_2019_v1,PENDENTE_DE_CONFIRMAÇÃO,Possível duplicata por nome normalizado; comparar conteúdo com os pares antes de excluir.,20,0,20,0,,,,,,,,,cuidados_pre__aspectos_relevantes_visita_pré_operatória__artigo__reas_ejch__2019__v1,0,0.0000,a101fc597d81171473261c1a6e08b05ea41a67f94481826853935867e94cbcaa,
cuidados_pre__aula_pre_operatorio__resumo_de_aula__prof_neide_da_silva_knihs_prof_juliana_balbinot_reis_girondi_prof_lucia_nazare_amante__nao_disponivel__nao_disponivel,cuidados_pre_aula_pre_operatorio_resumo_de_aula_prof_neide_da_silva_knihs_prof_juliana_balbinot_reis_girondi_prof_lucia_nazare_amante_nao_disponivel_nao_disponivel,ATIVO,Manter pesquisável; validar inventário e conteúdo.,15,15,0,0,14dVMPLHlYsu5YP1GrC0_aFlMQWqy8Z8N,ROOT/enfermagem_perioperatoria/cuidados_pre/cuidados_pre__aula_pre_operatorio__resumo_de_aula__prof_neide_da_silva_knihs_prof_juliana_balbinot_reis_girondi_prof_lucia_nazare_amante__nao_disponivel__nao_disponivel,14dVMPLHlYsu5YP1GrC0_aFlMQWqy8Z8N,,,,active,new:succeeded,,0,0.0000,,5968496db2b10288b59e875e94d11658475af59724ecac927edea9144a496776
cuidados_pre__cuidados_enfermagem_pacientes_pre_operatorio_checklist__artigo__inova_saude__2021__v1,cuidados_pre_cuidados_enfermagem_pacientes_pre_operatorio_checklist_artigo_inova_saude_2021_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,57,57,0,0,1z24RFyNSXK70wgr9-a3KZ9257xGsRJTD,ROOT/enfermagem_perioperatoria/cuidados_pre/cuidados_pre__cuidados_enfermagem_pacientes_pre_operatorio_checklist__artigo__inova_saude__2021__v1,1z24RFyNSXK70wgr9-a3KZ9257xGsRJTD,,,,active,new:succeeded,cuidados_pre__cuidados_enfermagem_pacientes_pre_operatorio_checklist__artigo__inova_saude__2021__v1.pdf,0,0.0000,,88a140fb2a32df6762312808a24b22ef79b64f7644ce42cae6df3167161022d4
cuidados_pre__cuidados_enfermagem_pacientes_pre_operatorio_checklist__artigo__inova_saude__2021__v1.pdf,cuidados_pre_cuidados_enfermagem_pacientes_pre_operatorio_checklist_artigo_inova_saude_2021_v1,PENDENTE_DE_CONFIRMAÇÃO,Possível duplicata por nome normalizado; comparar conteúdo com os pares antes de excluir.,38,0,38,0,,,,,,,,,cuidados_pre__cuidados_enfermagem_pacientes_pre_operatorio_checklist__artigo__inova_saude__2021__v1,0,0.0000,738393bab0802ced7a7fb01bcfdfdaaaed29e0de3da513c62136f92c8de16bae,
cuidados_pre__importancia_cuidados_pre_operatorio__artigo__remic__2023__v1,cuidados_pre_importancia_cuidados_pre_operatorio_artigo_remic_2023_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,49,49,0,0,11yYTHeY94hOPFBZaB2Zlt2Wiw2qxVuX4,ROOT/enfermagem_perioperatoria/cuidados_pre/cuidados_pre__importancia_cuidados_pre_operatorio__artigo__remic__2023__v1,11yYTHeY94hOPFBZaB2Zlt2Wiw2qxVuX4,,,,active,new:succeeded,cuidados_pre__importancia_cuidados_pre_operatorio__artigo__remic__2023__v1.pdf,0,0.0000,,4d1f61dbec115eac9733dd54e067bee3c2089c1987ebd531b81b6115ba32c956
cuidados_pre__importancia_cuidados_pre_operatorio__artigo__remic__2023__v1.pdf,cuidados_pre_importancia_cuidados_pre_operatorio_artigo_remic_2023_v1,PENDENTE_DE_CONFIRMAÇÃO,Possível duplicata por nome normalizado; comparar conteúdo com os pares antes de excluir.,33,0,33,0,,,,,,,,,cuidados_pre__importancia_cuidados_pre_operatorio__artigo__remic__2023__v1,0,0.0000,ae6fc7f41734e370ca858be270f0ea1ecbcbd22a22fa223ad6c5f3a60e0fd1c3,
cuidados_pre__principais_recomendacoes_cuidados_pre_operatorios__artigo__rev_med_ufc__2019__v1,cuidados_pre_principais_recomendacoes_cuidados_pre_operatorios_artigo_rev_med_ufc_2019_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,35,35,0,0,12F8539ZNtvLtx5nGmPOtUPJ6clbVvNJU,ROOT/enfermagem_perioperatoria/cuidados_pre/cuidados_pre__principais_recomendacoes_cuidados_pre_operatorios__artigo__rev_med_ufc__2019__v1,12F8539ZNtvLtx5nGmPOtUPJ6clbVvNJU,,,,active,new:succeeded,cuidados_pre__principais_recomendacoes_cuidados_pre_operatorios__artigo__rev_med_ufc__2019__v1.pdf,0,0.0000,,bad2fa693376718f354514f432f8b10d1b061e450e6b22120a7c952829ddd1d0
cuidados_pre__principais_recomendacoes_cuidados_pre_operatorios__artigo__rev_med_ufc__2019__v1.pdf,cuidados_pre_principais_recomendacoes_cuidados_pre_operatorios_artigo_rev_med_ufc_2019_v1,PENDENTE_DE_CONFIRMAÇÃO,Possível duplicata por nome normalizado; comparar conteúdo com os pares antes de excluir.,25,0,25,0,,,,,,,,,cuidados_pre__principais_recomendacoes_cuidados_pre_operatorios__artigo__rev_med_ufc__2019__v1,0,0.0000,a05f36bda1d508efab828fed9a4b5e64cd707a9a426e7a35207067c30caa91fd,
dor_pos_operatoria__avaliacao_dor_pos_operatoria__article__rev_enf_ufpe__2018__v1.pdf,dor_pos_operatoria_avaliacao_dor_pos_operatoria_article_rev_enf_ufpe_2018_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,32,32,0,0,1ajbzLqRKBfhN6X2Dz1yIJyWVc1JQ2Hw8,ROOT/enfermagem_perioperatoria/dor_pos_operatoria/dor_pos_operatoria__avaliacao_dor_pos_operatoria__article__rev_enf_ufpe__2018__v1.pdf,1ajbzLqRKBfhN6X2Dz1yIJyWVc1JQ2Hw8,,,,active,new:succeeded,,0,0.0000,,39ab19f631cb236154b719713885b96c00ca06a5c83aa377893fa315d69e45c2
dor_pos_operatoria__cancer_pain_relief__guia__who__1996__v2.pdf,dor_pos_operatoria_cancer_pain_relief_guia_who_1996_v2,ATIVO,Manter pesquisável; validar inventário e conteúdo.,133,133,0,0,1uFP54kMLDB4hpJ22P-eb-Y3IrhQ3vyz2,ROOT/enfermagem_perioperatoria/dor_pos_operatoria/dor_pos_operatoria__cancer_pain_relief__guia__who__1996__v2.pdf,1uFP54kMLDB4hpJ22P-eb-Y3IrhQ3vyz2,,,,active,new:succeeded,,0,0.0000,,14daccff057c4874b25c2ce6d0b614d74d691e8fdd4a1b7621a3c51ba88a12a7
dor_pos_operatoria__causes_consequences_inadequate_management_acute_pain__review_article__pain_medicine__2010__v1.pdf,dor_pos_operatoria_causes_consequences_inadequate_management_acute_pain_review_article_pain_medicine_2010_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,73,73,0,0,1K2z5fV3W0HpnI8qlic6VSDEf0zS86jLv,ROOT/enfermagem_perioperatoria/dor_pos_operatoria/dor_pos_operatoria__causes_consequences_inadequate_management_acute_pain__review_article__pain_medicine__2010__v1.pdf,1K2z5fV3W0HpnI8qlic6VSDEf0zS86jLv,,,,active,new:succeeded,,0,0.0000,,db007cc67204557c5a681165cdac5d27ca8a33dfef04fc009a6761b3c924c7bf
dor_pos_operatoria__dor_fantasma__artigo__medicus__2020__v1,dor_pos_operatoria_dor_fantasma_artigo_medicus_2020_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,26,26,0,0,1nAb093keQj_Yhc0ggBrbFitGFblbrudE,ROOT/enfermagem_perioperatoria/dor_pos_operatoria/dor_pos_operatoria__dor_fantasma__artigo__medicus__2020__v1,1nAb093keQj_Yhc0ggBrbFitGFblbrudE,,,,active,new:succeeded,dor_pos_operatoria__dor_fantasma__artigo__medicus__2020__v1.pdf,0,0.0000,,da21e8e62af19f2c75e219df79d17cf8a8594ed341f3b4b8c7249d543685a466
dor_pos_operatoria__dor_fantasma__artigo__medicus__2020__v1.pdf,dor_pos_operatoria_dor_fantasma_artigo_medicus_2020_v1,PENDENTE_DE_CONFIRMAÇÃO,Possível duplicata por nome normalizado; comparar conteúdo com os pares antes de excluir.,19,0,19,0,,,,,,,,,dor_pos_operatoria__dor_fantasma__artigo__medicus__2020__v1,0,0.0000,faabbdb7ed13d0731470c5895a10ccf53b1ae455ab7febf9ad2631f38abc127d,
dor_pos_operatoria__efetividade_tratamento_dor_ortopedia__artigo__reas_ejch__2020__v1.pdf,dor_pos_operatoria_efetividade_tratamento_dor_ortopedia_artigo_reas_ejch_2020_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,42,42,0,0,1EPCBDJS70QMGgzsxG7WNHoP0GaN4feCD,ROOT/enfermagem_perioperatoria/dor_pos_operatoria/dor_pos_operatoria__efetividade_tratamento_dor_ortopedia__artigo__reas_ejch__2020__v1.pdf,1EPCBDJS70QMGgzsxG7WNHoP0GaN4feCD,,,,active,new:succeeded,,0,0.0000,,5a479713766a9a9f1e9e003b030077e2126d02eb6d52853a62db22360cb3c169
dor_pos_operatoria__intervencoes_nao_farmacologicas_manejo_dor_pos_operatoria__artigo__revol__2021__v1,dor_pos_operatoria_intervencoes_nao_farmacologicas_manejo_dor_pos_operatoria_artigo_revol_2021_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,38,38,0,0,1PqMF2K_ijUIrkhqDL-28KPJSA5dwinzY,ROOT/enfermagem_perioperatoria/dor_pos_operatoria/dor_pos_operatoria__intervencoes_nao_farmacologicas_manejo_dor_pos_operatoria__artigo__revol__2021__v1,1PqMF2K_ijUIrkhqDL-28KPJSA5dwinzY,,,,active,new:succeeded,dor_pos_operatoria__intervencoes_nao_farmacologicas_manejo_dor_pos_operatoria__artigo__revol__2021__v1.pdf,0,0.0000,,5138bba4902c1d71aa16bfb0222d24fe823df3f23c6aa86705b54c886b9e4c0f
dor_pos_operatoria__intervencoes_nao_farmacologicas_manejo_dor_pos_operatoria__artigo__revol__2021__v1.pdf,dor_pos_operatoria_intervencoes_nao_farmacologicas_manejo_dor_pos_operatoria_artigo_revol_2021_v1,PENDENTE_DE_CONFIRMAÇÃO,Possível duplicata por nome normalizado; comparar conteúdo com os pares antes de excluir.,25,0,25,0,,,,,,,,,dor_pos_operatoria__intervencoes_nao_farmacologicas_manejo_dor_pos_operatoria__artigo__revol__2021__v1,0,0.0000,bfbda4451b166daca630ecf520e2806084167ff7fd6022065ad63f033e72c2a3,
dor_pos_operatoria__manejo_da_dor__artigo__brjp__2025__v1.pdf,dor_pos_operatoria_manejo_da_dor_artigo_brjp_2025_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,62,62,0,0,1UcXuZBX8B_e2GvymQHqisVur3Fryddx7,ROOT/enfermagem_perioperatoria/dor_pos_operatoria/dor_pos_operatoria__manejo_da_dor__artigo__brjp__2025__v1.pdf,1UcXuZBX8B_e2GvymQHqisVur3Fryddx7,,,,active,new:succeeded,,0,0.0000,,1dfce058a1375d9d71e2714929240d639e46cf33e0d7f502255a31c2f8c6b886
dor_pos_operatoria__manejo_dor_musculoesqueletica__artigo__rev_bras_ortop__2024__v1.pdf,dor_pos_operatoria_manejo_dor_musculoesqueletica_artigo_rev_bras_ortop_2024_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,53,53,0,0,1O0YOHXXn1t4mA03TX_G37T27QPd4icHc,ROOT/enfermagem_perioperatoria/dor_pos_operatoria/dor_pos_operatoria__manejo_dor_musculoesqueletica__artigo__rev_bras_ortop__2024__v1.pdf,1O0YOHXXn1t4mA03TX_G37T27QPd4icHc,,,,active,new:succeeded,,0,0.0000,,87a72e525827fa3e935c7aa523d15046e2d552d5d1e76cac38a826cf52438706
dor_pos_operatoria__preparo_medicamentos_injetaveis__guia__ebserh__2019__v1.pdf,dor_pos_operatoria_preparo_medicamentos_injetaveis_guia_ebserh_2019_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,97,97,0,0,14FpkEkVZ8rQQQ6bS9Sw3m1bfWXykFSQR,ROOT/enfermagem_perioperatoria/dor_pos_operatoria/dor_pos_operatoria__preparo_medicamentos_injetaveis__guia__ebserh__2019__v1.pdf,14FpkEkVZ8rQQQ6bS9Sw3m1bfWXykFSQR,,,,active,new:succeeded,,0,0.0000,,f67c0cee3e0cbd7dfcc3287944e329df5f6a8b08a1a0bf9bde2fd8845e9b3d07
dor_pos_operatoria__tabela_medicamentos_cirurgica__guia__prof_juliana_balbinot_reis_girondi_prof_keyla_nascimento__2022__v1,dor_pos_operatoria_tabela_medicamentos_cirurgica_guia_prof_juliana_balbinot_reis_girondi_prof_keyla_nascimento_2022_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,15,15,0,0,1Tm4GYvbkUYo315CYRF4ssgWIoAdjIC-H,ROOT/enfermagem_perioperatoria/dor_pos_operatoria/dor_pos_operatoria__tabela_medicamentos_cirurgica__guia__prof_juliana_balbinot_reis_girondi_prof_keyla_nascimento__2022__v1,1Tm4GYvbkUYo315CYRF4ssgWIoAdjIC-H,,,,active,new:succeeded,,0,0.0000,,674b29be4bdf4591499a1c0022610a67a98b437139abedaf547e3132406b1529
estoma__cuidados_pessoa_estomizada__livro__secretaria_de_saude_minas_gerais__2015__v1.pdf,estoma_cuidados_pessoa_estomizada_livro_secretaria_de_saude_minas_gerais_2015_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,376,376,0,0,1wfGN61loXz7AcLSqxsqWZ1S639SBcymR,ROOT/enfermagem_perioperatoria/estoma/estoma__cuidados_pessoa_estomizada__livro__secretaria_de_saude_minas_gerais__2015__v1.pdf,1wfGN61loXz7AcLSqxsqWZ1S639SBcymR,,,,active,new:succeeded,,0,0.0000,,a7e7e8c11673648ddacca62eb16ed4e39b641751f938f796a04ae6f4086cc869
estoma__qualidade_de_vida_pessoa_estomizada__artigo__ean__2018__v1,estoma_qualidade_de_vida_pessoa_estomizada_artigo_ean_2018_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,58,58,0,0,1ldnVPOO96XZstBvujx0cRJAqO9lDyHKE,ROOT/enfermagem_perioperatoria/estoma/estoma__qualidade_de_vida_pessoa_estomizada__artigo__ean__2018__v1,1ldnVPOO96XZstBvujx0cRJAqO9lDyHKE,,,,active,new:succeeded,estoma__qualidade_de_vida_pessoa_estomizada__artigo__ean__2018__v1.pdf,0,0.0000,,6e88e7233552651a43953783edff76d95cfdcded395ebdd22a973afd0355b6f4
estoma__qualidade_de_vida_pessoa_estomizada__artigo__ean__2018__v1.pdf,estoma_qualidade_de_vida_pessoa_estomizada_artigo_ean_2018_v1,PENDENTE_DE_CONFIRMAÇÃO,Possível duplicata por nome normalizado; comparar conteúdo com os pares antes de excluir.,38,0,38,0,,,,,,,,,estoma__qualidade_de_vida_pessoa_estomizada__artigo__ean__2018__v1,0,0.0000,d5d17e8f4b418dccefc6b1d56623b7ce222de2efbe6159038e26a59974b3e7af,
estoma__recomendacoes_canadenses_para_enfermeiros__editorial__estima__2024__v1.pdf,estoma_recomendacoes_canadenses_para_enfermeiros_editorial_estima_2024_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,17,17,0,0,1OMQVMDvrNhaDt46uOzTIf8vELVNQuJFz,ROOT/enfermagem_perioperatoria/estoma/estoma__recomendacoes_canadenses_para_enfermeiros__editorial__estima__2024__v1.pdf,1OMQVMDvrNhaDt46uOzTIf8vELVNQuJFz,,,,active,new:succeeded,,0,0.0000,,ae4ffa18d0df53562ac3664f4615a400e4030afd94ec2d7cd91822c763fe5304
ferida__cicatrizacao_feridas_analise_tendencia__artigo__reusfm__2015__v1,ferida_cicatrizacao_feridas_analise_tendencia_artigo_reusfm_2015_v1,ATIVO,Manter pesquisável; validar inventário e conteúdo.,35,35,0,0,1BF7mv42fMWtWbl-RFEM2kMqC7u_JvfXl,ROOT/enfermagem_perioperatoria/ferida/ferida__cicatrizacao_feridas_analise_tendencia__artigo__reusfm__2015__v1,1BF7mv42fMWtWbl-RFEM2kMqC7u_JvfXl,,,,active,new:succeeded,ferida__cicatrizacao_feridas_analise_tendencia__artigo__reusfm__2015__v1.pdf,0,0.0000,,0a6b20bbe0a00001fbd186d20f5cd4e31205061fb2847004af061eb097ac3c28
